eye_contact_percentage,look_away_count,distraction_duration,session_length,confidence_label
84.25847134296194,2,0.495380876922383,20.55347574836508,Confident
88.19781752447886,0,2.7867404790065304,25.10530393271611,Confident
90.69602896298863,2,0.9351488739026849,29.90298713321789,Confident
89.4963417291836,1,2.698842253928836,19.029722827822596,Confident
77.43716840998025,0,1.014256686442366,21.766174369144665,Confident
76.90344197789732,0,0.02157251695528062,24.15681893096908,Confident
71.7662130062897,0,2.7162600390183838,27.19270800507493,Confident
72.1257204966596,0,0.8354317918936409,19.708289983009813,Confident
86.17701794184264,2,2.806542721742013,21.42086186650569,Confident
84.18013078935383,1,2.42249099329993,13.808198287237554,Confident
72.9079244268647,1,1.0628926997686614,18.22204552099476,Confident
95.9151024510881,0,2.0200936418799045,29.683304227319322,Confident
72.95253613455877,1,2.184640765323548,26.011850217233977,Confident
73.27807096734412,0,0.5706267253224345,18.972270956662637,Confident
82.65644919503212,1,1.3878842052029021,27.4897190814116,Confident
72.26154665122868,2,0.29372618460480104,23.04289787997044,Confident
86.21763814300915,0,2.9069887718542535,28.527339660162554,Confident
95.46087203242917,0,1.219242173857416,19.62716835942079,Confident
95.93951182090646,0,0.4939113642045806,10.043107567028528,Confident
81.71265272763439,1,0.8557476868407609,23.93183007200325,Confident
91.91515952246398,2,1.9856139358522356,19.73342823308659,Confident
75.69693601802912,0,2.9061280949074764,21.583605816325125,Confident
56.265856041228226,4,3.2858263645374155,21.683551889179427,Nervous
55.08551148758541,3,3.2843978986434226,20.15656993986837,Nervous
65.54027636032365,2,5.975175532250138,23.504251072081804,Nervous
47.056116850027934,2,7.707980636145447,21.393508202763698,Nervous
57.36757172521632,2,6.096907551660515,18.38449830671745,Nervous
57.51016867873674,4,7.6735312886821365,14.085183988470728,Nervous
61.485754023682446,3,4.328072562656769,12.61756564254913,Nervous
59.365023665129485,5,4.58088598135927,25.03728984828804,Nervous
42.17629343479472,5,6.105796277465464,21.25987291277892,Nervous
42.99943746773766,3,5.5294234702438265,12.649131407329346,Nervous
50.47026504893545,2,7.396351212422714,17.39054177477768,Nervous
44.732404970716956,4,6.0583888286297505,29.744661272630086,Nervous
59.61928953132198,2,6.339316018562918,21.092045649793555,Nervous
67.95268118308232,2,7.694650019635519,12.685822287867355,Nervous
43.46286011257307,2,6.712083419904993,13.10895819549981,Nervous
48.45268814373683,3,6.588060935693989,14.071946246549059,Nervous
59.02713876655239,4,5.527045290489935,15.022425041397883,Nervous
67.24477138655716,2,3.461492338563667,18.471515451274527,Nervous
48.300406719167555,2,4.6677826930254405,12.616393214034044,Nervous
69.39393861486508,3,6.706154541739654,21.033608422527827,Nervous
52.83060756942038,2,3.559369402946675,28.90101878093278,Nervous
60.730588712676294,3,5.727951446027612,26.691900397720335,Nervous
57.47528699469382,3,5.148933564403858,10.836577163377157,Nervous
50.93954545981768,2,7.494623182632373,14.20153076679508,Nervous
47.485892176687734,2,4.7683931730730915,21.197670382877394,Nervous
66.24138170623274,3,7.628819112847783,14.734746644587172,Nervous
44.87505301301316,3,7.407081023316622,10.495727237963774,Nervous
62.096934152652466,4,6.911932480738159,18.234263331031073,Nervous
60.0972138786459,3,4.33402854797236,25.747490182709424,Nervous
43.242868792088714,2,7.292966256688908,14.448674350913288,Nervous
64.49759816790787,5,4.748292122229593,26.410727619431242,Nervous
66.13969107589024,3,3.1183221735072575,13.862595766554174,Nervous
49.847858535931195,2,7.834445520241806,15.582499854437428,Nervous
59.24445215822883,5,6.397590591801318,26.873223265441617,Nervous
49.934496046432216,2,3.576708759257138,29.408012220444558,Nervous
45.35703448517391,4,3.1912859867663137,21.931425099754893,Nervous
50.37061335039401,4,5.18196941935304,29.6847169863318,Nervous
43.46937352087991,3,4.27361253069291,24.175705676683414,Nervous
40.05073834655889,3,4.821107358906321,11.399476222526204,Nervous
59.927130547338166,4,6.115777049732046,23.267749525310887,Nervous
43.73875946993103,4,5.535612520176346,23.337858082114593,Nervous
49.785487145721994,4,5.772062388333969,13.83680185980295,Nervous
59.947883026383145,5,6.386589726363665,28.056110914651654,Nervous
58.46544747854142,4,5.030375843790814,26.67450338608115,Nervous
49.116248478050615,3,5.149440749949173,21.59969562391364,Nervous
59.64116871109215,5,5.208930084189765,23.512544663801997,Nervous
55.33521990623761,3,6.2942537249921084,15.67572809986055,Nervous
59.915615089149966,4,3.4669360003778134,29.039993249049505,Nervous
47.04605795580052,4,4.123203329986442,13.982598654531532,Nervous
40.73276163180479,3,7.919680113909257,22.225479461213602,Nervous
63.05468017000591,5,5.072205054988597,22.595307614754276,Nervous
45.833057102191276,5,5.471885845052185,14.879688791568777,Nervous
59.681740333353524,2,7.463299131056832,27.20881130845043,Nervous
66.56395616529598,5,4.094205684061597,26.082197123462862,Nervous
60.87735329224715,5,3.2510919257032045,14.983965593199432,Nervous
65.4500904205498,5,3.6666955277851443,19.292864749964735,Nervous
55.933956575667665,4,7.7501980422157795,27.82851851620874,Nervous
58.37956968285289,5,7.152845848607075,20.957439012216568,Nervous
66.91624309699786,5,5.25034878623454,25.03553573001023,Nervous
65.19588663525762,4,6.829068421485827,20.425996256559642,Nervous
25.069937479271253,7,11.07910815285432,24.27089725222113,Distracted
9.379743120585413,7,10.237966978931336,20.80304445036913,Distracted
5.534962460646229,6,10.681247047019367,13.056105331542959,Distracted
8.558115084239496,8,10.853195587666107,20.852222810078306,Distracted
16.630969364126237,6,13.830238185383415,17.789536253338824,Distracted
30.79183089258653,10,8.13672369716409,27.613133455156472,Distracted
23.027613872403208,8,8.04127258508795,17.035176053436494,Distracted
30.139005002375434,8,11.767543973271621,24.692681215127156,Distracted
31.99472683765071,6,11.417606342851753,15.458706235265131,Distracted
19.425679751940017,8,10.352906805888678,23.582837700566994,Distracted
16.172666765505483,6,13.88353964143791,28.39083241337952,Distracted
39.22887910075693,9,8.188765163335963,17.880405126794095,Distracted
22.575679320990965,5,8.587632235134002,18.572255393221898,Distracted
34.6740542238052,6,8.351992434420392,17.582077283762793,Distracted
8.466411368459262,7,10.362503836517094,27.59279972003791,Distracted
11.13026462555224,8,9.765900722476664,11.63812465523285,Distracted
0.7753314820004276,9,8.364599257702789,29.03839384763842,Distracted
8.968886628789928,5,13.468631347276265,23.035093104877788,Distracted
30.16932816238105,6,9.39552477653773,10.407600346406646,Distracted
6.095293831391615,6,11.314927426622896,12.287788922186131,Distracted
37.91028088866607,8,12.896254798723056,25.337961967124816,Distracted
6.7115657347120905,9,14.74614320870846,24.367144571920164,Distracted
31.111675447017305,6,14.753045411238613,12.161974993152132,Distracted
1.0271370198986407,7,12.030577098886898,28.16052302094889,Distracted
15.012278377012738,10,9.388308439642007,21.841957224997046,Distracted
33.22286535121273,6,8.713309138121836,25.44961769902448,Distracted
34.01172956355185,9,13.638695745523165,25.92454433200424,Distracted
22.637302214692635,5,10.430426357159142,18.56756026469489,Distracted
14.822835048722247,9,12.532802778397636,10.253043003317062,Distracted
16.802349633673103,8,8.73877209450799,29.215751344291572,Distracted
25.423404244057835,8,12.95116050594254,18.709742900153543,Distracted
29.351812160535676,10,9.890576774711805,26.16398437613512,Distracted
21.526916257930232,8,11.254116401441555,26.51469196841511,Distracted
23.69898476254807,7,13.961992120135323,26.614620377812066,Distracted
3.466515922226976,8,9.707044074336691,19.294169332064634,Distracted
24.413268169220824,8,10.354776339239628,19.88613007231844,Distracted
13.000566715550379,8,9.484838951258173,25.95664713656193,Distracted
13.613553726571347,9,12.90828625232541,15.525371515123698,Distracted
0.40604457754708445,6,8.599290733706148,24.401493282083884,Distracted
19.543113873951494,6,12.83426537612566,22.918057994819044,Distracted
19.632853403143447,5,8.651373453882702,14.431928009450603,Distracted
27.671486211808073,7,12.647720151177712,17.38040901322074,Distracted
22.138918200409986,7,10.978526688936503,24.918708734272194,Distracted
13.231651887837206,10,11.17621683997225,16.132459826976607,Distracted
9.22152165194031,10,9.348090054160622,12.391094825101057,Distracted
21.434558615349992,10,9.296048897063635,14.327692797572114,Distracted
19.36794348850835,10,12.127108341725537,25.204157907461653,Distracted
23.87162962049207,5,13.828398543289476,15.92492926530289,Distracted
14.435242765975458,7,8.099038570792446,20.682701785353267,Distracted
10.972453071330692,5,11.873512767590258,23.94834785820389,Distracted
5.051179718336356,8,8.718113527514324,10.245308067510159,Distracted
11.373573085485976,8,11.083281586952072,13.687273407801634,Distracted
2.0550686873431134,8,8.798609985074473,11.30686870227865,Distracted
19.66986241164272,9,12.406119948663989,11.072181485850663,Distracted
5.967903378946207,9,14.64387949650622,11.703618167924601,Distracted
9.927638208404645,9,13.35110411728336,22.126353024859256,Distracted
31.629633193736776,6,13.42985477788752,17.60756052293099,Distracted
36.34017510495215,7,14.02116666078326,29.80062520933596,Distracted
12.215209772774415,9,8.421612130607786,29.202175548685982,Distracted
3.969342990991529,6,12.378605212846221,15.29292250580015,Distracted
